,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,13069,15010,15013,15020,15024,15025,15029,15031,15033,15035,15037,15039,15044,15057,15058,15060,15068,15070,15081,15083,15091,15092,15095,15099,15100,15104,15108,15109,15120,15121,15122,09002,09003,09004,09005,09006,09007,09008,09009,09010,09011,09012,09013,09014,09015,09016,09017,13069,15010,15013,15020,15024,15025,15029,15031,15033,15035,15037,15039,15044,15057,15058,15060,15068,15070,15081,15083,15091,15092,15095,15099,15100,15104,15108,15109,15120,15121,15122,t,i,Ia,Im,Ip,y
09002,232346.0,12482.0,896.0,47279.0,3891.0,10854.0,1464.0,0.0,5154.0,693.0,2928.0,496.0,10611.0,31469.0,79735.0,9352.0,1497.0,156.0,14301.0,3856.0,3123.0,890.0,1187.0,1227.0,15980.0,1818.0,550.0,1931.0,335.0,25216.0,5398.0,5829.0,48.0,2209.0,5548.0,66.0,578.0,1079.0,721.0,687.0,200.0,34554.0,2668.0,9669.0,328.0,4563.0,1749.0,232346.0,9509.0,1298.0,31628.0,554.0,10952.0,1423.0,0.0,6274.0,634.0,2750.0,622.0,10482.0,33310.0,61208.0,7932.0,915.0,99.0,11725.0,4787.0,2521.0,909.0,1155.0,1372.0,20082.0,1100.0,571.0,1984.0,391.0,32270.0,5750.0,5038.0,71.0,3240.0,3395.0,82.0,695.0,1122.0,1060.0,717.0,257.0,34273.0,2408.0,13440.0,725.0,5746.0,2383.0,0,0,0.0,0.0,14.17693001279367,1.92654531271791e-05
09003,9509.0,620410.0,9251.0,23693.0,14445.0,125925.0,71294.0,5832.0,46182.0,33780.0,127829.0,35543.0,86073.0,71604.0,33032.0,19085.0,0.0,183.0,1980.0,1512.0,615.0,3302.0,2787.0,8377.0,20448.0,399.0,377.0,2859.0,1435.0,7754.0,14605.0,658.0,359.0,2748.0,2730.0,752.0,66.0,415.0,123.0,1196.0,296.0,6968.0,787.0,1587.0,921.0,1874.0,1231.0,12482.0,620410.0,8531.0,25975.0,14372.0,153000.0,75028.0,5045.0,58843.0,23611.0,124246.0,46261.0,75609.0,83920.0,26275.0,20395.0,0.0,241.0,2299.0,1842.0,554.0,4007.0,3299.0,9166.0,24089.0,408.0,383.0,4641.0,1252.0,8408.0,19137.0,970.0,143.0,3766.0,2185.0,1104.0,108.0,318.0,93.0,855.0,339.0,8190.0,876.0,1387.0,1002.0,1674.0,2385.0,0,1,0.0,0.0,22.74522282052715,2.1350153044747706e-05
09004,1298.0,8531.0,138682.0,2708.0,1243.0,3638.0,3852.0,143.0,34823.0,226.0,5078.0,1628.0,12264.0,9917.0,30831.0,1634.0,0.0,114.0,845.0,742.0,509.0,271.0,612.0,497.0,2174.0,0.0,806.0,521.0,460.0,32864.0,972.0,291.0,0.0,537.0,423.0,59.0,85.0,0.0,0.0,0.0,115.0,1451.0,419.0,56.0,0.0,412.0,561.0,896.0,9251.0,138682.0,5323.0,1174.0,4201.0,3821.0,157.0,371639.0,500.0,4176.0,1470.0,9975.0,9035.0,19415.0,2133.0,0.0,138.0,1082.0,183.0,446.0,298.0,416.0,650.0,2812.0,149.0,960.0,1191.0,398.0,39430.0,2228.0,512.0,0.0,874.0,296.0,0.0,79.0,77.0,43.0,0.0,108.0,2338.0,743.0,40.0,0.0,739.0,760.0,0,2,0.0,0.0,21.937170152004228,5.164900716014974e-05
09005,31628.0,25975.0,5323.0,890103.0,9951.0,20588.0,1820.0,277.0,10318.0,3118.0,8151.0,2191.0,27160.0,139145.0,63754.0,58662.0,2489.0,355.0,4043.0,5623.0,2978.0,1316.0,1786.0,1784.0,97758.0,505.0,582.0,3094.0,4514.0,15153.0,45401.0,3368.0,365.0,1429.0,6370.0,116.0,218.0,3308.0,770.0,1640.0,704.0,80182.0,1827.0,7221.0,561.0,6657.0,3130.0,47279.0,23693.0,2708.0,890103.0,7421.0,25397.0,1627.0,237.0,8576.0,2063.0,6795.0,2422.0,24800.0,133671.0,47089.0,44400.0,2583.0,472.0,6111.0,4989.0,2588.0,1182.0,1295.0,4467.0,97359.0,655.0,441.0,3473.0,3626.0,14002.0,55407.0,2876.0,194.0,1945.0,8651.0,229.0,347.0,2855.0,1050.0,2731.0,1112.0,73960.0,1932.0,8928.0,747.0,5618.0,1944.0,0,3,1.0,0.0,83.48470812910976,4.0243233266733e-05
09006,554.0,14372.0,1174.0,7421.0,319991.0,160054.0,1378.0,621.0,5512.0,4037.0,9137.0,5447.0,29982.0,40898.0,12502.0,18327.0,145.0,0.0,222.0,174.0,274.0,2842.0,7625.0,5785.0,8022.0,175.0,380.0,4746.0,275.0,1596.0,20449.0,117.0,0.0,2537.0,1156.0,815.0,0.0,630.0,0.0,232.0,0.0,2518.0,196.0,1182.0,328.0,757.0,2322.0,3891.0,14445.0,1243.0,9951.0,319991.0,141735.0,1688.0,481.0,6385.0,4549.0,8271.0,4831.0,27013.0,51503.0,13855.0,34527.0,162.0,0.0,205.0,246.0,95.0,3991.0,4098.0,6924.0,7260.0,177.0,366.0,6056.0,558.0,1699.0,28676.0,191.0,0.0,5179.0,626.0,746.0,0.0,493.0,119.0,270.0,158.0,1717.0,229.0,1887.0,169.0,630.0,1359.0,0,4,0.0,0.0,18.287753118467542,2.719653757757989e-05
09007,10952.0,153000.0,4201.0,25397.0,141735.0,2333600.0,14977.0,4911.0,13823.0,70286.0,23454.0,23236.0,86029.0,130969.0,32988.0,45400.0,348.0,134.0,908.0,689.0,316.0,9425.0,5937.0,16956.0,7513.0,0.0,305.0,16088.0,137.0,9142.0,66503.0,132.0,1128.0,12069.0,2357.0,1849.0,0.0,636.0,0.0,2355.0,96.0,2467.0,353.0,1545.0,0.0,1613.0,12625.0,10854.0,125925.0,3638.0,20588.0,160054.0,2333600.0,8164.0,2240.0,14826.0,83911.0,60770.0,25613.0,98973.0,197427.0,36647.0,30577.0,277.0,140.0,788.0,725.0,404.0,10258.0,6134.0,14555.0,9820.0,0.0,178.0,19463.0,131.0,7462.0,90163.0,197.0,617.0,1432066.0,3090.0,2347.0,0.0,574.0,0.0,2527.0,108.0,2637.0,402.0,1947.0,0.0,1755.0,20630.0,0,5,1.0,0.0,85.25900911972168,2.7484588964564442e-05
09008,1423.0,75028.0,3821.0,1627.0,1688.0,8164.0,297415.0,358.0,38043.0,1201.0,67505.0,3780.0,27565.0,23042.0,14680.0,2376.0,102.0,0.0,76.0,221.0,347.0,243.0,60.0,107.0,1211.0,0.0,72.0,937.0,0.0,1855.0,1638.0,191.0,0.0,657.0,349.0,274.0,0.0,0.0,0.0,330.0,0.0,974.0,57.0,176.0,106.0,524.0,542.0,1464.0,71294.0,3852.0,1820.0,1378.0,14977.0,297415.0,609.0,33001.0,1739.0,48474.0,6828.0,25353.0,16865.0,14432.0,2851.0,114.0,0.0,0.0,237.0,215.0,329.0,160.0,113.0,1439.0,147.0,108.0,1108.0,117.0,2653.0,1691.0,146.0,0.0,774.0,308.0,320.0,0.0,0.0,0.0,224.0,0.0,1065.0,63.0,166.0,0.0,454.0,660.0,0,6,0.0,0.0,12.628947804790085,2.769449810499558e-05
09009,0.0,5045.0,157.0,237.0,481.0,2240.0,609.0,152409.0,63.0,11149.0,4451.0,13889.0,2780.0,4461.0,1040.0,921.0,0.0,0.0,135.0,0.0,0.0,356.0,71.0,0.0,0.0,0.0,0.0,210.0,0.0,295.0,87.0,0.0,0.0,0.0,0.0,891.0,0.0,0.0,0.0,80.0,0.0,86.0,0.0,0.0,0.0,0.0,838.0,0.0,5832.0,143.0,277.0,621.0,4911.0,358.0,152409.0,74.0,10982.0,6087.0,14340.0,2767.0,5078.0,1118.0,728.0,0.0,0.0,131.0,0.0,0.0,449.0,72.0,0.0,0.0,0.0,0.0,790.0,0.0,204.0,136.0,0.0,0.0,0.0,0.0,981.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0,0,7,0.0,0.0,3.1818558362212626,1.2417746426832373e-05
09010,6274.0,58843.0,371639.0,8576.0,6385.0,14826.0,33001.0,74.0,687956.0,1724.0,10289.0,3720.0,67792.0,52034.0,72319.0,6978.0,263.0,0.0,1529.0,574.0,756.0,1029.0,998.0,2339.0,4315.0,1889.0,1314.0,1050.0,411.0,18451.0,5192.0,139.0,94.0,914.0,1330.0,331.0,122.0,0.0,0.0,90.0,477.0,2805.0,67.0,555.0,72.0,1463.0,1055.0,5154.0,46182.0,34823.0,10318.0,5512.0,13823.0,38043.0,63.0,687956.0,1738.0,13694.0,2724.0,61129.0,53110.0,66293.0,6494.0,342.0,0.0,1794.0,719.0,907.0,1457.0,615.0,1960.0,6161.0,459.0,1186.0,2018.0,385.0,10503.0,6270.0,426.0,88.0,616.0,1265.0,546.0,78.0,0.0,0.0,233.0,404.0,2819.0,170.0,686.0,79.0,1153.0,841.0,0,8,0.0,0.0,49.73969393350857,3.649509268096776e-05
