,t,i,Ia_1,Ia_2,Ia_3,Ia_4,Ia_5,Ia_6,Im_1,Im_2,Im_3,Im_4,Im_5,Im_6,Ip_1,Ip_2,Ip_3,Ip_4,Ip_5,Ip_6,y
2,24,2,36.4711015811294,28.50759643433902,282.74699691133304,74.6371458645501,0.5213743980306752,20.51665262882105,31.268438170402863,24.4379133913887,242.41818946007066,63.98746997981928,0.44696420679191473,17.590756153709112,89.50486030671844,68.51851320799474,696.3876717785043,181.98348413091614,1.2625769817540828,50.72566595246862,0.00017114757177436377
3,24,3,84.83016687053806,75.6602099682558,18.54408709403861,481.3606221227876,0.5090982467405221,33.45891864100832,72.72900221771246,64.85912141478615,15.899104385311743,412.677199814769,0.43644009927035976,28.687315110749157,208.18434065264665,181.85065541986617,45.67289406339842,1173.6740750551241,1.2328486596461643,82.72430989694742,0.0002641626637897109
4,24,4,10.787080543662958,44.642979133558555,10.827626413452043,33.699870712192215,49.99008315335266,29.0524501369492,9.248285530075725,38.26984362263975,9.283258955787248,28.891370919160323,42.85553327608067,24.909256654711566,26.472908558304503,107.30019145782428,26.667747602340945,82.16846740222176,121.0575903684518,71.82969402510764,7.1482458625413e-05
5,24,5,30.926031193845503,20.828982069639,13.973371411530932,87.58226075956352,1.800727133515397,353.78962564684645,26.514381313369775,17.855481468633613,11.980319632886138,75.08549819533022,1.543728610228064,303.3354001287355,75.89653127665798,50.0628275110748,34.41551525027817,213.54681742536997,4.360698641483324,874.7145400707652,0.00020172924157589855
0,25,0,373.3710452042733,24.707592130350683,104.53831405007404,132.0167919442196,0.26865685412075346,22.26688114711846,319.8610993336752,21.167258792894213,89.55580637169037,113.09787010982258,0.23015850902097393,19.075447473066127,915.5034866151734,59.342235517166664,257.2412679851959,321.62233178809066,0.6501441616361207,55.003099596009704,0.00034671899625909246
1,25,1,16.954347032469737,554.8884092926033,8.373412243125735,122.80228268505876,0.8895036620213231,8.797700131159655,14.524522321551293,475.3788430174815,7.173328672170017,105.20386393098241,0.7620383901596096,7.536756747697485,41.57195374648728,1332.7206672453788,20.60476297477558,299.1737333138417,2.1525808991911326,21.73186147322762,0.0001625119907421656
2,25,2,27.081703146715164,13.118343503711237,345.0591812378455,63.267044136071334,0.5391653544820504,14.41350604316185,23.20046894797996,11.238625375235914,295.60504684347944,54.20043794850833,0.46190332463126804,12.34766897135189,66.40416811306363,31.507393585150478,849.0997976975126,154.13262177269763,1.304769269781664,35.60388647075133,0.00018830095484872607
3,25,3,81.0851282579491,84.6661473324652,18.700731403861855,545.0431846003822,0.516260733043521,35.4682925025049,69.46435348249872,72.53439518220524,16.020528892507578,466.9347163217229,0.4422809199201182,30.38474702050638,198.82023147289644,203.34957889977807,46.01757644834134,1327.846688097447,1.2493405484431337,87.61289971982184,0.0002891890807836926
4,25,4,9.242544507557287,42.955856172222816,9.057246402241427,34.918637688040526,57.1315434312498,23.94414562775263,7.917942445725194,36.80074203389713,7.7591552191217685,29.914554743328477,48.94463198133497,20.512315541269608,22.662661795949493,103.1705768965761,22.287498800209402,85.06958479067052,138.25718137231104,59.14623687094455,7.799843989220341e-05
5,25,5,36.891435674166665,19.612592302898424,13.305758056830431,94.89599895674102,1.3952275687606968,398.381544384421,31.60431244549399,16.802317873987167,11.398767074005832,81.29674419361835,1.1952924038430996,341.2829203126817,90.45757141521486,47.10515963678608,32.741967432187344,231.18780582642106,3.376422540762021,984.0722469488777,0.00022239900339320268
0,26,0,410.2491823812106,26.865332071545957,115.07329889023924,144.57994604919344,0.2932365358809951,24.5592342764396,351.28069746776583,23.00660047743387,98.5306224657833,123.80326377931448,0.2511065872384285,21.028119706583997,1005.6684286106317,64.50970329883823,283.0921917612193,352.138740237949,0.709528519025699,60.65083778857492,0.0003807528171488026
1,26,1,18.628940559846086,603.3473962031974,9.21725377475335,134.48855364418662,0.9708852333518151,9.70341455489262,15.951249908567766,516.6871735134367,7.892202279851147,115.16204243460227,0.8313959814547113,8.308262404526083,45.6662394078651,1448.772768247979,22.67539558071735,327.560157205854,2.349198266492958,23.963296882129345,0.00017659479664307374
2,26,2,29.756583206263564,14.263982204194171,379.83296993276605,69.2877450904127,0.5884941269516336,15.897362065216692,25.479425071079962,12.215212487051074,325.2290437610551,59.33083540634035,0.5039438601493199,13.611647202167854,72.94409729269742,34.251028701299944,934.4283078562264,168.7571474246111,1.4239472755222122,39.25970643183596,0.00020712635200811845
3,26,3,89.0939669756654,92.06013080129425,20.585321983209795,596.9112948699723,0.563493939004517,39.11971771884313,76.28775925335091,78.83731507971649,17.626022789169188,511.132895750943,0.48253550509267906,33.49510403379173,218.40138534108775,221.0570748884842,50.64201664971625,1453.8364216694044,1.3634556786064698,96.60902400269627,0.00031652123933325834
4,26,4,10.155437536065069,46.70723615623946,9.970002212475261,38.2416106216349,62.358564943905364,26.409171456742726,8.69571307870242,39.99856464792691,8.536737309646636,32.74614728051707,53.399370515360225,22.612073833133994,24.89463318237131,112.15457669845918,24.527234427214562,93.14122018271291,150.88563265245085,65.21939389983999,8.509730044746627e-05
5,26,5,40.53523034684071,21.325380564056363,14.646663166018149,103.92661575390352,1.5228783213740633,439.3945256771152,34.70876871857701,18.262365391943778,12.541092092709956,88.99197001701852,1.3040829885359853,376.21859787460613,99.36644156038258,51.207034004211486,36.03230304200569,253.12353855991168,3.6848259606347082,1085.1171417667663,0.00024513310493628023
0,27,0,450.45086464519017,29.194604379474995,126.57772202197107,158.23273034720546,0.31988159411218586,27.067420509582295,386.0120330526446,25.017210576479116,108.47108939381232,135.59511233398487,0.2741147378888395,23.195693517947166,1104.4922248205241,70.11547137479114,311.47775381755696,385.4762056142797,0.7742483569005629,66.86527244486268,0.0004180310941359251
1,27,1,20.454452423037537,655.6586938374322,10.138746323936795,147.18840077811038,1.0591051187107152,10.694405174840664,17.5283596603029,561.8418868372164,8.688423533598117,126.13084343532556,0.907574325487133,9.164676209339326,50.153713617580294,1574.6683113716551,24.949050125563865,358.5707338670208,2.5634810287307763,26.41863547353244,0.0001918594378441196
2,27,2,32.67252979359469,15.5006949558006,417.8066723262026,75.83063477923011,0.6419678874236361,17.520928346902977,27.99859127927919,13.282733506183746,358.04045276909187,64.98189988054314,0.5501187390371279,15.014732709413465,80.1120787073343,37.22737665275226,1028.1231305739932,184.73362179796388,1.553833015620016,43.28235293007846,0.00022777666389929834
3,27,3,97.82458121163721,100.04190868398396,22.6433341952667,653.2780412729203,0.6146960471340162,43.11493745258538,83.83037627371736,85.72712489913619,19.4042607848671,559.8166017697846,0.5267488000023934,36.94777176279461,239.8629857879904,240.26650587335297,55.71987519934767,1591.4731421776391,1.4878236611509137,106.50782324048005,0.00034635843628302187
4,27,4,11.150602646954217,50.75683701242459,10.966750590967667,41.852792360823685,68.02480155099092,29.106288131103067,9.55546350411242,43.49414923493783,9.397983821402743,35.86510874965166,58.292196207296115,24.942921276710482,27.340948574546367,121.90059184777327,26.986572251308566,101.95902932479198,164.6487068926833,71.90193410029204,9.282904789010066e-05
5,27,5,44.50741242760029,23.174329174541423,16.110959507174982,113.74047795597991,1.661255285315888,484.26902330259156,38.140445730131155,19.858363737093114,13.806326271376003,97.46815877802746,1.4235722388613243,414.9991256383623,109.1308616132541,55.656825923967745,39.64525035668937,277.08709677839477,4.020938368204797,1196.3009245107794,0.00027012602659474294
0,28,0,494.84865496821595,31.73866328821719,139.3079853070735,173.25750082532628,0.3491252885447709,29.849035834903123,424.2527896702682,27.207494823656162,119.43675422073048,148.53449725775994,0.29929651003608104,25.59193353475168,1212.7601879141403,76.19456857732933,342.63298565952323,421.88055284665046,0.8447659798186671,73.70038378214038,0.00045884297623353276
1,28,1,22.470504696720358,712.7937150718383,11.158427418072588,161.16447218811635,1.155928902991034,11.793428309276248,19.26482815941935,611.0317607594823,9.56676209252827,138.16708505110122,0.9909493751000124,10.111436600740582,55.07003651504419,1711.1939816537015,27.444552392971598,392.4341301362131,2.79695984328765,29.119204965557625,0.00020839801191250586
2,28,2,35.892832474646106,16.8514473270752,459.826617511042,83.03102802447161,0.70065683071046,19.321487169504486,30.772306145834172,14.44565140500808,394.2358263150299,71.18290374535444,0.6006558420293008,16.565835431652932,87.96507340111586,40.455035781760806,1130.9600558520756,202.17985275976775,1.6953542855027566,47.70676773314958,0.0002504166050297101
3,28,3,107.46646578986555,108.75970138728206,24.920635456133702,715.3091558658646,0.6708917886276659,47.54569474347328,92.13513556035296,93.23262878608404,21.36589518136927,613.2380147715822,0.5751390046395195,40.76467549801881,263.37557945703014,261.0979060633468,61.29319659634837,1741.771759926305,1.6233328772449271,117.39528101222666,0.00037891452808227956
4,28,4,12.24963953899082,55.17985921552102,12.069706309990936,45.82686648385754,74.24365423589013,32.09743008716859,10.50208724363588,47.30210974366132,10.348053938797367,39.287595294017194,63.64725596862022,27.519659327375503,30.021047849753536,132.46952238991295,29.685875507495403,111.58803327615209,179.64471601963953,79.25190377769607,0.00010124756768408339
5,28,5,48.894196691712,25.193772830098037,17.731282207139206,124.54054802751638,1.8131278620208064,534.0354994365017,41.91887587625749,21.596985280654046,15.202048829608371,106.76921692482931,1.5543498542140664,457.8707695072599,119.82842546386271,60.48234086585535,43.610724459276256,303.2551837778392,4.387160670259251,1318.5893668208305,0.00029758800025184515
0,29,0,543.7676999292437,34.51193214183751,153.36145252011485,189.75590832933267,0.38115821552666573,32.92644859060848,465.7955609728889,29.56460141828269,131.3693935776589,162.5489382453344,0.3265122285304252,28.204494843378917,1331.3191377755747,82.7844258967478,376.8118191229762,461.61600072736593,0.9215804530015567,81.21466198684264,0.0005034991306949111
1,29,1,24.691861910728452,775.076382464416,12.28409579611511,176.5113236933123,1.2619876370922314,13.009321744267034,21.151237323712774,663.9681667809643,10.522554324228583,151.20334595764075,1.08105867584534,11.143666072650564,60.45366121110547,1859.1904123113673,30.18224206378019,429.39612286003876,3.0512870794790934,32.08811497636236,0.00022630847997055792
2,29,2,39.441075089791994,18.3238973035035,506.21418300939274,90.93763945138687,0.764943463142805,21.313517712919978,33.78552587660877,15.69714259929529,433.6229811962148,77.89911191437184,0.6552748561523923,18.25696442099065,96.56450371788564,43.95387984153403,1243.7772597426465,221.22246315661783,1.8495126552884371,52.57081194292844,0.0002752231341013789
3,29,3,118.09023291340122,118.26293375870873,27.43464305260383,783.4243132968827,0.7324474203249297,52.4476194921228,101.15699459985271,101.30978714154467,23.50051047128279,671.0978933049822,0.6274377141817707,44.92615137166666,289.1230705362665,283.67954120457284,67.40740639689285,1905.8231259341878,1.7709423486784241,129.3645647007987,0.00041441843448102706
4,29,4,13.460596993048696,60.00137874581485,13.287305010629698,50.19071979052982,81.05565449207423,35.40665056993244,11.530450095183939,51.40010243057306,11.381903163044617,42.99443576513171,69.43484701393716,30.329013184428707,32.955893454248795,143.92644468792528,32.64714496389189,122.0981183000707,195.9797893426686,87.3321989224035,0.000110410842461629
5,29,5,53.72770969064866,27.39516060942633,19.5200238402476,136.39989438967916,1.9794858839648506,589.094150813229,46.02356608971196,23.46802841634253,16.720849029376755,116.84304433534612,1.6956904534376096,504.6126639851307,131.54280430654163,65.71329110407231,47.96104608883273,331.81772468723534,4.786084684371415,1453.0289291620916,0.00032774570247856517
0,30,0,730.8913224392915,50.47452320363839,35.79285279045723,285.5613641038101,0.7534067977142818,45.39138519556625,625.8585931877411,43.22603417301147,30.64858773301653,244.53392772930567,0.645182066685892,38.86664599121729,1788.888515486506,121.0413106319223,87.91565599402863,694.4636043836902,1.8213646950628053,111.92645227266102,0.0005523324142302853
1,30,1,34.9795734267676,830.3515095521719,15.21006971771713,183.09257056766702,1.9442774847134245,17.82487852986765,29.95283422181066,711.107316114807,13.02402909591595,156.78712545542612,1.6649875865255628,15.262659217645693,85.6140376259003,1991.2389186104313,37.359504836801506,445.26726117638924,4.700300526629316,43.95273260429354,0.00024569478654883287
2,30,2,60.58179823432635,36.72632410815508,520.3286257079099,115.14742743294315,0.8779542480562468,33.742961609833145,51.87589160202182,31.452171118949195,445.54530560527246,98.60385975697577,0.7518386321109377,28.892613387632917,148.27660389675611,88.07220202574226,1278.0493560931923,280.02982035595403,2.122458778101556,83.2036732496572,0.0003023857779795205
3,30,3,133.64274380148245,125.64145245609988,31.42183034442951,852.2712726158661,0.9162554493881737,57.85619756396253,114.43761481009079,107.59847488807351,26.905782829916383,729.8229662043796,0.784637975449563,49.53971638953433,327.096467319784,301.2966762187948,77.17939789365155,2072.6591699510373,2.215052123550663,142.66228949437362,0.0004531145259324888
4,30,4,22.79927190508002,83.67571691981858,16.289764039078662,58.740089842098755,82.96520440702737,57.14061205317311,19.52290279298449,71.65930789350354,13.948546242588066,50.300729334795356,71.0474901537097,48.926992001316854,55.802216308074264,200.6600122437705,40.01148776454494,142.85144855498123,200.5687958803564,140.89779283547452,0.00012038116648424058
5,30,5,58.78438783087898,34.10202866487748,26.11499527534614,159.3417170785046,2.5829796024544134,629.9796655560855,50.336778040339034,29.204742568638117,22.36166333344489,136.44862655220322,2.2119419723513487,539.4238694708419,143.87736323042566,81.77896457091464,64.1445641216151,387.50698477122194,6.244366085162346,1553.4090591378906,0.0003608428303691566
0,31,0,861.9220221252464,43.118065183385966,31.45934000267964,288.0837712620784,0.8561587847955485,41.04660902809775,738.6639548834609,36.950165307081484,26.960798376433377,246.88257920529762,0.7337043417151768,35.17753141514323,2109.7129221934365,103.40393026564526,77.27695060500002,700.6269680933219,2.070208228231998,101.22377030667928,0.0006056983311066706
1,31,1,34.11662737455155,911.9178190158566,16.7375834173315,197.46891668899005,1.8776219038242037,18.25950829218102,29.237822281920604,781.4709221250611,14.344185599093054,169.2272884775001,1.609069914833977,15.64865994493172,83.5067300592661,2186.9229559458195,41.11432111665478,480.249365614618,4.540125481202334,45.02920745573448,0.00026666692455873045
2,31,2,70.34679329821662,51.121633680971,552.3674751622854,140.69690183201647,0.9609950670629533,40.64145544755332,60.286939209309715,43.80884919687409,473.3814544831981,120.57469901309629,0.8235461290505026,34.830308997871114,172.18673504846643,122.59775158579774,1356.8394661263924,342.1783994247002,2.3237043530414407,100.22463361921542,0.0003321068117961208
3,31,3,163.62352535528126,135.67869697928833,36.227265644613674,907.402706951252,0.9383677173562621,66.27880170674754,140.22475032357815,116.27029786034646,31.046932475084553,777.6277007502603,0.8041551176912354,56.80188167556435,400.49871909029974,325.3789440994166,88.98891768023636,2206.826176378284,2.268990991013554,163.44809861329185,0.0004952628558373539
4,31,4,20.806515087246602,80.05662739577535,21.15258067930783,63.52691205461779,92.14150808688595,57.55002432630912,17.831105746425276,68.60478557236213,18.127858460714133,54.4414141354885,78.96271782304534,49.321194530227366,50.92777840522368,191.98843643209673,51.95935236352438,154.49904585103164,222.7999193499232,141.9223312591406,0.0001312253505203014
5,31,5,59.65125893135358,37.35185440007745,27.298029582654177,165.09946356573013,3.3190925733428416,700.822184235573,51.12090618982734,32.00879234119011,23.394536299527076,141.4872528638129,2.8443703140858125,600.6146423813047,146.00744448120898,89.57564610682849,67.05507755384929,401.526042529692,8.025628981006038,1728.2758669376626,0.00039714051279130674
0,32,0,718.8227246613909,44.238930436268944,203.83368896116116,248.41602357723707,0.4945945066627108,44.02521590826486,616.2632971697312,37.9226670443989,174.7550877686841,212.96473095928496,0.42399929834035943,37.745579698327845,1758.1869388995203,106.03067612974095,500.3304251152917,603.7418522143912,1.1953948366659306,108.48980959320372,0.0006639752084929558
1,32,1,32.6409079795328,993.5273987477383,16.326870413189535,231.0770796772555,1.6375670977460681,17.39447232018826,27.983803076838228,851.6753992612093,13.997704140989782,198.10021670773298,1.4038314034552932,14.913372432746357,79.83723401408783,2381.259691492895,40.07595631647476,561.6018728568941,3.9578669535741713,42.864593643871416,0.00028934093085686074
2,32,2,52.13833234910406,23.48838699611175,672.8125133904254,119.04960949519992,0.992597875019469,28.497826496343347,44.69939457955471,20.134805943076476,576.8301129643793,102.06011549440314,0.8509208995913758,24.43297458184439,127.5264843572923,56.29633288676743,1651.4864277987986,289.3341206698957,2.3990286157646596,70.22620347508702,0.00036460124995409506
3,32,3,156.10699750969926,151.59469131542053,36.4635598245359,1025.607868531677,0.9504307024090365,70.12653568334792,133.83412863291397,129.95058758789412,31.261724349744775,879.2440223714638,0.8147723953945577,60.12387871348349,381.8261091031352,363.33807032268385,89.50349905948634,2492.6024709531157,2.297113977133854,172.81038483877532,0.0005411391911636309
4,32,4,17.793964237616954,76.91243740012179,17.66024220664928,65.70640746112362,105.17858414867598,47.341438346751204,15.255175851542045,65.93117705003867,15.140859161054912,56.329487871818465,90.16607600513265,40.58878525148382,43.52271351543661,184.34165699529234,43.34885237040218,159.6906172624498,254.20811336447377,116.6618613026095,0.00014301491129588997
5,32,5,71.02426031313317,35.11633598229195,25.944188729208964,178.5658200525257,2.568599611247004,787.6645763505061,60.89073611331763,30.102561344564382,22.243030588158128,153.0828055227547,2.201974381467912,675.3142586316376,173.72005995827894,84.16588761714179,63.68263775390849,433.98029397718864,6.208097080303217,1941.0144424876214,0.0004369174994185133
0,33,0,789.0545477836852,48.06393649511396,224.1566027982217,271.7993021210089,0.5396581225114531,48.51325756846756,675.8623250864067,41.17152344570654,191.9984340508886,232.81358561908,0.4622576176905139,41.55282959793458,1927.6941083911493,115.08874207467082,549.5491044724099,659.8351233805968,1.3032021081984202,119.4035154787119,0.0007275640056371856
1,33,1,35.83005378297063,1079.4302061249034,17.954715065990417,252.8282519300173,1.7867695123003666,19.167708744352893,30.690125956118642,924.638913918196,15.378878576256708,216.56366082730145,1.5305019671977234,16.417626338797426,87.53435839736835,2584.687681437551,44.0183222907525,613.7799453659773,4.314809132229976,47.17662598760172,0.00031383879546520053
2,33,2,57.2324536251928,25.519250348517,739.8942151827878,130.25569088748176,1.0830356957586686,31.402966877876526,49.0222878585157,21.859766191802255,633.7468042656,111.57237787646675,0.9277012236289751,26.89743375209108,139.82133931290548,61.10565707821272,1813.947027578896,316.21596964035416,2.615386191906869,77.2907207146026,0.0004000965939883536
3,33,3,171.3592685650115,164.70193886982426,40.0991010752648,1122.147834517824,1.0370265773879288,77.27541177945521,146.77727161291867,141.08352815466196,34.3463655194199,961.1918018555759,0.8882909663514195,66.18834064585697,418.6380439208203,394.37758003267896,98.30816853473137,2724.188579817202,2.5042803314445794,190.19452184817442,0.0005910347863646743
4,33,4,19.532504918240857,83.56247473499403,19.421028573890766,71.89131939091432,114.76164107256294,52.16754409480388,16.73050896909981,71.5795383942971,16.63483041452558,61.5795394310232,98.30194449325818,44.682818243132836,47.71874740317234,200.08973053787574,47.61318081859966,174.5273708582904,277.1339971500205,128.39764779801123,0.0001558262383900268
5,33,5,77.9636114446009,38.15258022626631,28.53091281198125,195.37413317403022,2.802630488240548,867.9610918813553,66.77949940354003,32.68146485379128,24.437783734944666,167.35051240571147,2.400663010002935,743.4305828191876,190.46844717236849,91.35607245965629,69.9472484409417,474.3011268324329,6.767977370152037,2136.273894267142,0.0004804700579124778
0,34,0,865.1924211772201,52.17361453968589,246.22480559604585,297.07546911117515,0.5883132493703536,53.39637649218854,740.8894361114995,44.682469774522275,210.84529914459563,254.4031409233354,0.5038182421235877,45.722909199950344,2112.7271622037274,124.88332532721998,603.3703135905,720.8775683692379,1.4204320449229846,131.36365601487037,0.0007968876578746542
1,34,1,39.28738649371149,1171.726238082466,19.722355582964596,276.34019278397056,1.9478631633771095,21.097041178107215,33.64293180702544,1003.4885004432675,16.88849323145952,236.64630815172745,1.6681062272866765,18.065235162826554,95.93649521839517,2804.656535222164,48.32934620064047,670.561749217487,4.702949082562897,51.90210726486025,0.00034028826485165494
2,34,2,62.75495814703592,27.70125853425719,812.7367519885795,142.36891034242228,1.1806812920569756,34.563843502290474,53.738896015172784,23.72388146946711,695.9563768728221,121.91884462661781,1.0111089180959174,29.596755096063774,153.24233245108752,66.30603058708257,1991.5996185956528,345.4696350596884,2.8506540416584287,85.03260233493424,0.00043883227334010327
3,34,3,187.89415874650544,178.78467930746103,44.046854937933574,1226.5027604929394,1.130524029893687,85.05359540412802,160.8992334132206,153.11457907956128,37.7178582120743,1050.326220317353,0.9681553662595689,72.83074386819439,458.8217407903631,427.940932719797,107.93617894119699,2976.2077973911323,2.7295536201761843,209.2454953592281,0.0006452558358758162
4,34,4,21.41724582836019,90.70743398741423,21.333027559246364,78.5769031282085,125.10845504978174,57.41848650809918,18.340210566390173,77.68356118750734,18.267731256811423,67.29000889792059,107.1400686036551,49.16701127449086,52.29911392381763,217.11829031187878,52.27627450897241,190.6731882862061,302.063669029569,141.25869218200327,0.00016974072995657312
5,34,5,85.48651793331567,41.41479370134436,31.33977930122141,213.54308790323392,3.05531331882478,955.3260194341528,73.20459185318789,35.46841222531743,26.836634618903524,182.8694656195934,2.6165016461460904,818.0383709993475,208.75089057551648,99.13089596716725,76.79767446281494,518.179513139582,7.376792805505373,2350.2553327258515,0.0005281114959537737
0,35,0,948.0348972616922,56.60412357247813,270.2771937959027,324.4950999740445,0.6410433455699801,58.72959361293632,812.4975996280823,48.50885510568179,231.6391725685923,278.0978163353993,0.5493802047760237,50.33447001833852,2314.5394693647518,135.46752108767456,662.1739632156502,787.2536681088244,1.5478508747163282,144.4594658680784,0.0008723898390712209
1,35,1,43.04916745290929,1271.2275612625037,21.64892732519322,301.8459879995123,2.12244874699011,23.204208529147646,36.89457563482617,1089.4222838142302,18.55406126642035,258.6871423913023,1.818958632526278,19.887274313650096,105.10055851408916,3042.3586762553946,53.03945850908897,732.3049293365466,5.124823730364394,57.076294314316876,0.0003688225167768365
2,35,2,68.76376727692195,30.053609952470396,892.1286711569138,155.50935233050603,1.2865049126840737,38.01607180007074,58.93284731950209,25.7554771379925,764.5926180791878,133.27415824246705,1.1025468671659122,32.58185028227705,167.88037432414816,71.92564398217372,2185.6982070206786,377.27937357824794,3.10636990179553,93.5096105523037,0.00048105870415319417
3,35,3,205.8850899791093,193.96681962081905,48.34955730533053,1339.7071696137111,1.231852090949739,93.54872786422688,176.45040482203086,166.22655302220937,41.43764884847003,1148.1518162470015,1.055708882490633,80.17637017836356,502.6493943279625,464.2100710851462,118.45549204854241,3250.247487726154,2.9744062545448298,230.1054447774643,0.0007041225298255677
4,35,4,23.46795458620744,98.41018008174423,23.416937257504156,85.82943624569934,136.32183648768427,63.15343100076935,20.11282161083889,84.33599648260375,20.06932177383415,73.55728576220896,116.8291020608869,54.12594032599002,57.29483936923373,235.51964599178916,57.37104907890608,208.22976532324833,329.1600721052391,155.34095076895176,0.00018484488694483808
5,35,5,93.67188184091847,44.93167899295976,34.4011952135056,233.25280227696672,3.3291588686131908,1050.7437503261992,80.27993417565405,38.50575131922441,29.4833029850255,199.90161630337604,2.853120609721653,900.5447942704805,228.69123100500218,107.53250447716313,84.28227130064121,565.8918245726743,8.038522671615521,2584.555274411258,0.0005801712094728885
0,36,0,1039.1606041066605,61.42832022447551,296.78441303555377,354.5566026500507,0.698808549260147,64.62083348052728,890.8767615806019,52.65700577823613,254.43977531911617,303.9519321588358,0.5990582088118692,55.40221714354675,2534.450229743706,146.8969989302166,726.3605266195146,859.3672461136878,1.6862760897492586,158.78536401174932,0.0009545330070166453
1,36,1,47.18708033413827,1379.5704055274962,23.77212852782783,329.80925763506264,2.3137052119999932,25.531852055574117,40.45368266501951,1182.5823423118875,20.380366271974893,282.736692400542,1.9834389569029385,21.88955380908352,115.08645162371484,3299.044343787628,58.18073671635603,799.3851231601175,5.583139733843454,62.73649230723891,0.0003995796811015117
2,36,2,75.37338356481555,32.61498738158117,979.6234758210184,169.91587129366272,1.4024334514375945,41.82951207813262,64.61791911108983,27.957912128040487,839.8526544430473,145.664350905167,1.2022452677282462,35.86223801739806,183.83115038953088,77.99405468020944,2397.5646716357437,411.83871148710614,3.3841743910081448,102.78286342068948,0.0005270358793364609
3,36,3,225.67489350572714,210.49801951856475,53.09140140113783,1463.8187838341685,1.3428557967702863,102.93271915809403,193.4720364704988,180.44112861285663,45.516420844730284,1254.8928558973744,1.1511719327955294,88.24864290385362,550.4074956581685,503.37575950369126,129.93774803152732,3547.974872476619,3.240409157089377,252.92476744612492,0.0007679676260447572
4,36,4,25.723709048464805,106.79737930522344,25.713534617748113,93.78074838442369,148.60596470857237,69.48843159585155,22.053044084209493,91.54784305716612,22.044776219485527,80.39573782491829,127.39343720297872,59.57541815671502,62.738579628688605,255.39058297899754,62.93220171222121,227.30391388916743,358.59705114869706,170.7459546908772,0.00020123035354130444
5,36,5,102.67568166823203,48.76106882688079,37.775064872367835,254.86154071522304,3.6291534656889564,1156.14518581613,88.02429423920557,41.79850390808818,32.38539019109096,218.48601084952543,3.1111155937642456,991.2129445583993,250.41981380428888,116.60508783446365,92.45201165767564,617.7283365976585,8.757412486869457,2840.862989419118,0.0006369931415070577
0,37,0,1394.4884839111853,89.72769016410254,69.15134045078175,532.7439807715676,1.380379294400746,88.94226047992184,1194.3889498092262,76.85758813574846,59.22781586523684,456.30923390151156,1.1823406579554274,76.17740378264949,3396.1795742576487,214.32750334590622,168.9926069032713,1289.5067809738482,3.3276743958469575,218.2210190318603,0.0010437955757613008
1,37,1,66.73852981720786,1476.1015706042663,29.385662983823508,341.5779484036183,3.562272587147244,34.92700172942315,57.16200847827399,1264.3767643248889,25.168689788776604,292.5704983620222,3.0512046446862278,29.914332054335283,162.53704092662986,3525.881071205302,71.81292164179816,826.7894084127935,8.587555121524412,85.69386327709582,0.00043270217767163514
2,37,2,115.58574767374684,65.28775352959464,1005.2683465400696,214.819322840645,1.6085730433077647,66.11772846180801,98.99998556442243,55.92319675128942,861.0078725285689,183.99840105314559,1.377796173927338,56.628613564006784,281.5010377309641,155.9491968139293,2456.6829422498495,519.9701610631618,3.87778007956041,162.22072615598375,0.0005770313905988782
3,37,3,254.98081789709545,223.35064508219293,60.706580178310304,1589.9993750750136,1.6787478617852003,113.36646749027639,218.39281917584185,191.31431844713435,51.99491621089108,1361.8762912977108,1.4379032339122777,97.09628609415549,620.9880221748589,533.5051648338932,148.3552332267066,3848.5934142962265,4.046950211007467,278.1461357770981,0.0008371344391814396
4,37,4,43.499383748443265,148.74888013799855,31.471618804007605,109.58565557903387,152.0074555560586,111.96431171507639,37.25752049735872,127.41306662849897,26.955301681120424,93.86299676524209,130.19942833487895,95.89536556349621,105.9397193190927,355.30811109892306,76.91059740108241,265.25207429273786,366.44371578417025,274.7059279337791,0.00021899388935291315
5,37,5,112.15641689430294,60.62258873975655,50.453841713267586,297.26829792184344,4.732491891372212,1234.4151928726883,96.0627402336325,51.92718043406322,43.213491267231646,254.61811711409214,4.0535362992697195,1057.253819224975,273.1491414758909,144.80577921034939,123.29950777279134,719.5379014580305,11.408597737848059,3028.6540936060214,0.000698933517842961
0,38,0,1640.8084598757991,76.51841089774892,60.63974992524347,536.3167380776655,1.5668747985986848,80.24798170330536,1405.1202564904008,65.53344187249087,51.928416438316084,459.293934177747,1.3418654297471606,68.71824470426364,3993.193620735126,182.676275065452,148.08243252783527,1297.2745041979158,3.7761337535466755,196.74839117691178,0.0011406680374137013
1,38,1,64.94653736838868,1618.3124656372815,32.26268805046234,367.62183723991757,3.4362766517680248,35.69816659737366,55.61751872740919,1385.9878250750253,27.627922321072564,314.82604947362654,2.9428138420368013,30.56918436655026,158.05872839534007,3863.479254811639,78.78557105345787,889.2253453567932,8.28135104532307,87.52315880000934,0.0004683358390277409
2,38,2,133.91653839432288,90.72174632900723,1064.721178442588,261.9311150975391,1.7587379571397743,79.45588808367647,114.6805647206262,77.69774907593852,911.7663712832235,224.31403645524767,1.5061762859295678,68.0399562037056,325.90925748129007,216.58461659589207,2600.051983427581,633.5744036072958,4.238519739763974,194.80637167666234,0.0006313177703586607
